Visit_ID,Point_ID,Survey_Date,Visit_no,St_time,Survey_length,Wind,Temp_C,Observer,Recorder,Reviewer,Comments
EMPAID_U02_2013-05-10,EMPAID_U02,2013-05-10,1,1/0/00,390,0,15,CRH,CRH,PEJ,Unknown foraging sounds @80m NW
EMPAID_U02_2013-05-30,EMPAID_U02,2013-05-30,2,1/0/00,390,0,2,PEJ,PEJ,RSS,heard light woodpecker FOR to SW as time expired
EMPAID_U02_2013-06-17,EMPAID_U02,2013-06-17,3,1/0/00,390,0,20,RSS,RSS,CRH,
EMPAID_U02_2014-05-30,EMPAID_U02,2014-05-30,1,1/0/00,390,0,5,CKL,CKL,FMG,Unk rapid DR >50m and PIWO CA
EMPAID_U02_2014-06-16,EMPAID_U02,2014-06-16,2,1/0/00,390,0,10,JFH,JFH,FMG,
EMPAID_U02_2014-07-03,EMPAID_U02,2014-07-03,3,1/0/00,390,0,9,JMWS,JMWS,FMG,"As I arrived, found M WHWO 25m E of PC 2 foraging, 2 lt blue or green bands on rt leg and white or alum bands on lft leg; @ 0:28 remaining hear FOR to E, probably WHWO I just saw"
EMPAID_U02_2015-06-04,EMPAID_U02,2015-06-04,1,1/0/00,390,0,4,KAR,KAR,KAR,
EMPAID_U02_2015-06-17,EMPAID_U02,2015-06-17,2,1/0/00,390,0,20,ACC,ACC,KAR,
EMPAID_U02_2015-07-01,EMPAID_U02,2015-07-01,3,1/0/00,390,0,10,DMD,DMD,KAR,
EMPAID_U02_2016-05-18,EMPAID_U02,2016-05-18,1,1/0/00,390,0,6,AMK,AMK,TCA,
EMPAID_U02_2016-06-02,EMPAID_U02,2016-06-02,2,1/0/00,390,0,999,ECC,ECC,TCA,
EMPAID_U02_2016-06-20,EMPAID_U02,2016-06-20,3,1/0/00,390,1,6,TCA,TCA,ECC,
EMPAID_U02_2017-05-22,EMPAID_U02,2017-05-22,1,1/0/00,390,0,999,JWH,JWH,ENB,
EMPAID_U02_2017-06-08,EMPAID_U02,2017-06-08,2,1/0/00,390,0,13,HGS,HGS,ENB,
EMPAID_U02_2017-06-23,EMPAID_U02,2017-06-23,3,1/0/00,390,0,15,ENB,ENB,TCA,No signs of WO
EMPAID_U02_2018-05-22,EMPAID_U02,2018-05-22,1,1/0/00,390,0,13,TCA,TCA,RSP,WISA drumming & calling from SW
EMPAID_U02_2018-06-11,EMPAID_U02,2018-06-11,2,1/0/00,390,0,4,NRB,NRB,LIB,Similar to pt 1 but more closed canopy
EMPAID_U02_2018-06-27,EMPAID_U02,2018-06-27,3,1/0/00,390,0,16,LIB,LIB,NRB,no cavity nesters detected
EMPAID_U02_2019-06-11,EMPAID_U02,2019-06-11,1,1/0/00,390,0,10,KEK,KEK,JAB,
EMPAID_U02_2019-07-02,EMPAID_U02,2019-07-02,2,1/0/00,390,0,16,AJL,AJL,KEK,NOFL calling >150m away to E @ 5:20 remaining. NOFL calling >150m away to N @ 3:40-end of survey.
EMPAID_U03_2012-05-29,EMPAID_U03,2012-05-29,1,1/0/00,270,1,5.5,RSS,RSS,ARK,***survey ended upon detection; PIWO FO during PC and ACA in W/NW ~75m. After PC heard PIWO ACA again to E/SE. Heard NOFL ACA right after.
EMPAID_U03_2012-06-13,EMPAID_U03,2012-06-13,2,1/0/00,270,0,10,DJH,DJH,ARK,***survey ended upon detection
EMPAID_U03_2012-06-28,EMPAID_U03,2012-06-28,3,1/0/00,270,0,13.8,PEJ,PEJ,999,***survey ended upon detection; HAWO CA >80m E
EMPAID_U03_2013-05-10,EMPAID_U03,2013-05-10,1,1/0/00,390,0,14,CRH,CRH,PEJ,
EMPAID_U03_2013-05-30,EMPAID_U03,2013-05-30,2,1/0/00,390,0,2,PEJ,PEJ,RSS,
EMPAID_U03_2013-06-17,EMPAID_U03,2013-06-17,3,1/0/00,390,0,18,RSS,RSS,CRH,
EMPAID_U03_2014-05-30,EMPAID_U03,2014-05-30,1,1/0/00,390,0,4,CKL,CKL,FMG,
EMPAID_U03_2014-06-16,EMPAID_U03,2014-06-16,2,1/0/00,390,0,10,JFH,JFH,FMG,
EMPAID_U03_2014-07-03,EMPAID_U03,2014-07-03,3,1/0/00,390,0,12,JMWS,JMWS,FMG,
EMPAID_U03_2015-06-04,EMPAID_U03,2015-06-04,1,1/0/00,390,0,6,KAR,KAR,KAR,
EMPAID_U03_2015-06-17,EMPAID_U03,2015-06-17,2,1/0/00,390,0,19,ACC,ACC,KAR,
EMPAID_U03_2015-07-01,EMPAID_U03,2015-07-01,3,1/0/00,390,0,13,DMD,DMD,KAR,
EMPAID_U03_2016-05-18,EMPAID_U03,2016-05-18,1,1/0/00,390,0,10,AMK,AMK,TCA,
EMPAID_U03_2016-06-02,EMPAID_U03,2016-06-02,2,1/0/00,390,0,999,ECC,ECC,TCA,2 NOFL in area calling and interacting
EMPAID_U03_2016-06-20,EMPAID_U03,2016-06-20,3,1/0/00,390,0,12,TCA,TCA,ECC,
EMPAID_U03_2017-05-22,EMPAID_U03,2017-05-22,1,1/0/00,390,0,999,JWH,JWH,ENB,
EMPAID_U03_2017-06-08,EMPAID_U03,2017-06-08,2,1/0/00,390,2,15,HGS,HGS,ENB,
EMPAID_U03_2017-06-23,EMPAID_U03,2017-06-23,3,1/0/00,390,0,12,ENB,ENB,TCA,No signs of WO
EMPAID_U03_2018-05-22,EMPAID_U03,2018-05-22,1,1/0/00,390,0,13,TCA,TCA,RSP,unk drumming from E
EMPAID_U03_2018-06-11,EMPAID_U03,2018-06-11,2,1/0/00,390,0,4,NRB,NRB,LIB,"Med density canopy, slope, low/dense herb layer -MOCH's in area"
EMPAID_U03_2018-06-27,EMPAID_U03,2018-06-27,3,1/0/00,390,1,15,LIB,LIB,NRB,"WISA drum ~20m W before point start, and @0:38 HAWO drum ~100m SE, @2:15 remaining NOFL is other"
EMPAID_U03_2019-06-11,EMPAID_U03,2019-06-11,1,1/0/00,390,0,14,KEK,KEK,JAB,HAWO obs flying and calling during approach. Also hear @ 5min.
EMPAID_U03_2019-07-02,EMPAID_U03,2019-07-02,2,1/0/00,390,0,16,AJL,AJL,KEK,HAWO calling/foraging 50-100m to NW @ 3:30 remaining.
EMPAID_U04_2012-05-29,EMPAID_U04,2012-05-29,1,1/0/00,270,1,5.5,RSS,RSS,ARK,***survey ended upon detection; Rain before and during PC.
EMPAID_U04_2012-06-13,EMPAID_U04,2012-06-13,2,1/0/00,270,0,9,DJH,DJH,ARK,***survey ended upon detection
EMPAID_U04_2012-06-28,EMPAID_U04,2012-06-28,3,1/0/00,270,0,15.2,PEJ,PEJ,999,***survey ended upon detection; Pr NOFL CA and FO from S to N
EMPAID_U04_2013-05-10,EMPAID_U04,2013-05-10,1,1/0/00,390,0,14,CRH,CRH,PEJ,"NOFL @200m SE (CA), mosquitoes"
EMPAID_U04_2013-05-30,EMPAID_U04,2013-05-30,2,1/0/00,390,0,3,PEJ,PEJ,RSS,lots of Picoides DR btwn 75-175m S during survey; PIWO/WISA CA
EMPAID_U04_2013-06-17,EMPAID_U04,2013-06-17,3,1/0/00,390,0,16.5,RSS,RSS,CRH,
EMPAID_U04_2014-05-30,EMPAID_U04,2014-05-30,1,1/0/00,390,0,6,CKL,CKL,FMG,Bear right by PC!
EMPAID_U04_2014-06-16,EMPAID_U04,2014-06-16,2,1/0/00,390,0,8,JFH,JFH,FMG,
EMPAID_U04_2014-07-03,EMPAID_U04,2014-07-03,3,1/0/00,390,0,14,JMWS,JMWS,FMG,
EMPAID_U04_2015-06-04,EMPAID_U04,2015-06-04,1,1/0/00,390,0,7,KAR,KAR,KAR,WISA
EMPAID_U04_2015-06-17,EMPAID_U04,2015-06-17,2,1/0/00,390,0,18,ACC,ACC,KAR,
EMPAID_U04_2015-07-01,EMPAID_U04,2015-07-01,3,1/0/00,390,0,16,DMD,DMD,KAR,
EMPAID_U04_2016-05-18,EMPAID_U04,2016-05-18,1,1/0/00,390,0,13,AMK,AMK,TCA,Unk woodpecker foraging downslope in SE treeline
EMPAID_U04_2016-06-02,EMPAID_U04,2016-06-02,2,1/0/00,390,0,999,ECC,ECC,TCA,
EMPAID_U04_2016-06-20,EMPAID_U04,2016-06-20,3,1/0/00,390,0,13,TCA,TCA,ECC,
EMPAID_U04_2017-05-22,EMPAID_U04,2017-05-22,1,1/0/00,390,0,999,JWH,JWH,ENB,
EMPAID_U04_2017-06-08,EMPAID_U04,2017-06-08,2,1/0/00,390,2,17,HGS,HGS,ENB,
EMPAID_U04_2017-06-23,EMPAID_U04,2017-06-23,3,1/0/00,390,0,11,ENB,ENB,TCA,F BBWO flew in during playback and tapped on pinecones in tree above me throughout PC
EMPAID_U04_2018-05-22,EMPAID_U04,2018-05-22,1,1/0/00,390,0,12,TCA,TCA,RSP,"NOFL calling from SE, unk drumming heard from SE"
EMPAID_U04_2018-06-11,EMPAID_U04,2018-06-11,2,1/0/00,390,0,4,NRB,NRB,LIB,NOFL calling ~150m to E; without slope
EMPAID_U04_2018-06-27,EMPAID_U04,2018-06-27,3,1/0/00,390,0,14,LIB,LIB,NRB,NOFL SE
EMPAID_U04_2019-06-11,EMPAID_U04,2019-06-11,1,1/0/00,390,0,16,KEK,KEK,JAB,
EMPAID_U04_2019-07-02,EMPAID_U04,2019-07-02,2,1/0/00,390,1,15,AJL,AJL,KEK,
EMPAID_U05_2012-05-29,EMPAID_U05,2012-05-29,1,1/0/00,270,1,5.75,RSS,RSS,ARK,***survey ended upon detection; DR heard during PC in E/NE 100-150m away
EMPAID_U05_2012-06-13,EMPAID_U05,2012-06-13,2,1/0/00,270,0,9.5,DJH,DJH,ARK,***survey ended upon detection
EMPAID_U05_2012-06-28,EMPAID_U05,2012-06-28,3,1/0/00,270,0,16.3,PEJ,PEJ,999,***survey ended upon detection
EMPAID_U05_2013-05-10,EMPAID_U05,2013-05-10,1,1/0/00,390,0,14,CRH,CRH,PEJ,
EMPAID_U05_2013-05-30,EMPAID_U05,2013-05-30,2,1/0/00,390,0,4,PEJ,PEJ,RSS,"Picoides DR SSW ~130m, started 6:11 remaining, continued through survey"
EMPAID_U05_2013-06-17,EMPAID_U05,2013-06-17,3,1/0/00,390,0,15.5,RSS,RSS,CRH,Sound heard was like Woodpecker FOR 20m S; HAWO ACA to E 35m
EMPAID_U05_2014-05-30,EMPAID_U05,2014-05-30,1,1/0/00,390,0,5,CKL,CKL,FMG,
EMPAID_U05_2014-06-16,EMPAID_U05,2014-06-16,2,1/0/00,390,1,8,JFH,JFH,FMG,
EMPAID_U05_2014-07-03,EMPAID_U05,2014-07-03,3,1/0/00,390,0,14,JMWS,JMWS,FMG,Heard DR that could be WHWO to S 5 or 6 times throughout pt cnt
EMPAID_U05_2015-06-04,EMPAID_U05,2015-06-04,1,1/0/00,390,0,8,KAR,KAR,KAR,WISA
EMPAID_U05_2015-06-17,EMPAID_U05,2015-06-17,2,1/0/00,390,0,13,ACC,ACC,KAR,"WHWO detected, followed F to SE - possible nest located"
EMPAID_U05_2015-07-01,EMPAID_U05,2015-07-01,3,1/0/00,390,0,18,DMD,DMD,KAR,"DR and rattle ~75m SE of pt 5, didn't come closer"
EMPAID_U05_2016-05-18,EMPAID_U05,2016-05-18,1,1/0/00,390,0,12,AMK,AMK,TCA,No obvious signs of harvest
EMPAID_U05_2016-06-02,EMPAID_U05,2016-06-02,2,1/0/00,390,0,999,ECC,ECC,TCA,"WHWO flew in from SE, didn't see it land but heard call twice.  HAWO calling same area."
EMPAID_U05_2016-06-20,EMPAID_U05,2016-06-20,3,1/0/00,390,0,14,TCA,TCA,ECC,
EMPAID_U05_2017-05-22,EMPAID_U05,2017-05-22,1,1/0/00,390,0,999,JWH,JWH,ENB,
EMPAID_U05_2017-06-08,EMPAID_U05,2017-06-08,2,1/0/00,390,0,17,HGS,HGS,ENB,"Heard DR first then it came in closer and CA, but no visual"
EMPAID_U05_2017-06-23,EMPAID_U05,2017-06-23,3,1/0/00,390,0,10,ENB,ENB,TCA,RBNU CA throughout PC to the N ~70m away
EMPAID_U05_2018-05-22,EMPAID_U05,2018-05-22,1,1/0/00,390,0,10,TCA,TCA,RSP,
EMPAID_U05_2018-06-11,EMPAID_U05,2018-06-11,2,1/0/00,390,0,6,NRB,NRB,LIB,"drumming, sweet talk WHWO?; played HAWO with no response after"
EMPAID_U05_2018-06-27,EMPAID_U05,2018-06-27,3,1/0/00,390,0,12,LIB,LIB,NRB,NOFL at E moving ~100m during broadcast; HAWO tapping ~40m E after point complete
EMPAID_U05_2019-06-11,EMPAID_U05,2019-06-11,1,1/0/00,390,0,19,KEK,KEK,JAB,"Male flew in from E, called flew to another tree and then away to SW."
EMPAID_U05_2019-07-02,EMPAID_U05,2019-07-02,2,1/0/00,390,0,15,AJL,AJL,KEK,"Possible WHWO rattle/sweet talk >150m to E/SE @ 4:30 remaining, Nest searcher investigating."
EMPAID_U06_2012-05-29,EMPAID_U06,2012-05-29,1,1/0/00,270,1,6.25,RSS,RSS,ARK,***survey ended upon detection; HAWO rattle W/NW ~75-100m before PC.  HAWO ACA during PC and DR after. NOFL heard too.
EMPAID_U06_2012-06-13,EMPAID_U06,2012-06-13,2,1/0/00,270,0,10,DJH,DJH,ARK,***survey ended upon detection
EMPAID_U06_2012-06-28,EMPAID_U06,2012-06-28,3,1/0/00,270,0,17,PEJ,PEJ,999,***survey ended upon detection
EMPAID_U06_2013-05-10,EMPAID_U06,2013-05-10,1,1/0/00,390,0,11,CRH,CRH,PEJ,
EMPAID_U06_2013-05-30,EMPAID_U06,2013-05-30,2,1/0/00,390,0,5,PEJ,PEJ,RSS,WISA S
EMPAID_U06_2013-06-17,EMPAID_U06,2013-06-17,3,1/0/00,390,0,15,RSS,RSS,CRH,HAWO ACA E ~15m
EMPAID_U06_2014-05-30,EMPAID_U06,2014-05-30,1,1/0/00,390,0,8,CKL,CKL,FMG,
EMPAID_U06_2014-06-16,EMPAID_U06,2014-06-16,2,1/0/00,390,0,8,JFH,JFH,FMG,
EMPAID_U06_2014-07-03,EMPAID_U06,2014-07-03,3,1/0/00,390,0,14,JMWS,JMWS,FMG,NOFL CA repeatedly to NW
EMPAID_U06_2015-06-04,EMPAID_U06,2015-06-04,1,1/0/00,390,0,9,KAR,KAR,KAR,
EMPAID_U06_2015-06-17,EMPAID_U06,2015-06-17,2,1/0/00,390,0,13,ACC,ACC,KAR,2 RTHAs flew by.
EMPAID_U06_2015-07-01,EMPAID_U06,2015-07-01,3,1/0/00,390,0,16,DMD,DMD,KAR,
EMPAID_U06_2016-05-18,EMPAID_U06,2016-05-18,1,1/0/00,390,0,13,AMK,AMK,TCA,
EMPAID_U06_2016-06-02,EMPAID_U06,2016-06-02,2,1/0/00,390,0,999,ECC,ECC,TCA,
EMPAID_U06_2016-06-20,EMPAID_U06,2016-06-20,3,1/0/00,390,0,13,TCA,TCA,ECC,
EMPAID_U06_2017-05-22,EMPAID_U06,2017-05-22,1,1/0/00,390,0,999,JWH,JWH,ENB,NOGO perched in tree adjacent to pt prior to arrival
EMPAID_U06_2017-06-08,EMPAID_U06,2017-06-08,2,1/0/00,390,1,18,HGS,HGS,ENB,
EMPAID_U06_2017-06-23,EMPAID_U06,2017-06-23,3,1/0/00,390,0,8,ENB,ENB,TCA,No signs of WO
EMPAID_U06_2018-05-22,EMPAID_U06,2018-05-22,1,1/0/00,390,0,11,TCA,TCA,RSP,
EMPAID_U06_2018-06-11,EMPAID_U06,2018-06-11,2,1/0/00,390,0,5,NRB,NRB,LIB,"NOFL calling ~150m to W, with some slope"
EMPAID_U06_2018-06-27,EMPAID_U06,2018-06-27,3,1/0/00,390,0,9,LIB,LIB,NRB,"unknown owl, SW"
EMPAID_U06_2019-06-11,EMPAID_U06,2019-06-11,1,1/0/00,390,0,20,KEK,KEK,JAB,
EMPAID_U06_2019-07-02,EMPAID_U06,2019-07-02,2,1/0/00,390,0,15,AJL,AJL,KEK,NOFL calling/drumming 50-100m to SW from 6:30-4:00 remaining. PIWO calling >150m away to NW @ 1:30 remaining.
EMPAID_U07_2012-05-29,EMPAID_U07,2012-05-29,1,1/0/00,270,1,6.75,RSS,RSS,ARK,"***survey ended upon detection; NOFL heard before PC N/NE ~150m away, DR in NE ~150 away during PC"
EMPAID_U07_2012-06-13,EMPAID_U07,2012-06-13,2,1/0/00,270,0,10,DJH,DJH,ARK,***survey ended upon detection
EMPAID_U07_2012-06-28,EMPAID_U07,2012-06-28,3,1/0/00,270,0,17.2,PEJ,PEJ,999,***survey ended upon detection
EMPAID_U07_2013-05-10,EMPAID_U07,2013-05-10,1,1/0/00,390,0,11,CRH,CRH,PEJ,Unknown DR ~150m S
EMPAID_U07_2013-05-30,EMPAID_U07,2013-05-30,2,1/0/00,390,0,5,PEJ,PEJ,RSS,
EMPAID_U07_2013-06-17,EMPAID_U07,2013-06-17,3,1/0/00,390,0,14,RSS,RSS,CRH,PIWO CA ESE ~120m; RTHA ACA SW ~100m
EMPAID_U07_2014-05-30,EMPAID_U07,2014-05-30,1,1/0/00,390,0,9,CKL,CKL,FMG,
EMPAID_U07_2014-06-16,EMPAID_U07,2014-06-16,2,1/0/00,390,0,7,JFH,JFH,FMG,
EMPAID_U07_2014-07-03,EMPAID_U07,2014-07-03,3,1/0/00,390,0,15,JMWS,JMWS,FMG,
EMPAID_U07_2015-06-04,EMPAID_U07,2015-06-04,1,1/0/00,390,0,9,KAR,KAR,KAR,"NOFL, WISA"
EMPAID_U07_2015-06-17,EMPAID_U07,2015-06-17,2,1/0/00,390,0,12,ACC,ACC,KAR,"HAWO ~15 m away, DR"
EMPAID_U07_2015-07-01,EMPAID_U07,2015-07-01,3,1/0/00,390,0,17,DMD,DMD,KAR,
EMPAID_U07_2016-05-18,EMPAID_U07,2016-05-18,1,1/0/00,390,0,12,AMK,AMK,TCA,
EMPAID_U07_2016-06-02,EMPAID_U07,2016-06-02,2,1/0/00,390,0,999,ECC,ECC,TCA,PIWO calling and tapping from south.
EMPAID_U07_2016-06-20,EMPAID_U07,2016-06-20,3,1/0/00,390,0,14,TCA,TCA,ECC,HAWO calling from south
EMPAID_U07_2017-05-22,EMPAID_U07,2017-05-22,1,1/0/00,390,0,999,JWH,JWH,ENB,
EMPAID_U07_2017-06-08,EMPAID_U07,2017-06-08,2,1/0/00,390,1,18,HGS,HGS,ENB,
EMPAID_U07_2017-06-23,EMPAID_U07,2017-06-23,3,1/0/00,390,0,8,ENB,ENB,TCA,"Heard NOFL CA to the SE ~150m away, heard tapping to NW ~50m away"
EMPAID_U07_2018-05-22,EMPAID_U07,2018-05-22,1,1/0/00,390,0,9,TCA,TCA,RSP,NOFL calling NW
EMPAID_U07_2018-06-11,EMPAID_U07,2018-06-11,2,1/0/00,390,0,5,NRB,NRB,LIB,"drumming W/SW, but also NOFL calling in direction open canopy area, grazed, thinned long ago"
EMPAID_U07_2018-06-27,EMPAID_U07,2018-06-27,3,1/0/00,390,0,10,LIB,LIB,NRB,"unknown owl, NW"
EMPAID_U07_2019-06-11,EMPAID_U07,2019-06-11,1,1/0/00,390,0,22,KEK,KEK,JAB,
EMPAID_U07_2019-07-02,EMPAID_U07,2019-07-02,2,1/0/00,390,1,14,AJL,AJL,KEK,NOFL calling/forage/drumming >150m to S @ 3:00 remaining.
EMPAID_U08_2012-05-29,EMPAID_U08,2012-05-29,1,1/0/00,270,1,8,RSS,RSS,ARK,***survey ended upon detection; F WISA flew to tree < 50m from N. Flew away few seconds later
EMPAID_U08_2012-06-13,EMPAID_U08,2012-06-13,2,1/0/00,270,0,9.5,DJH,DJH,ARK,***survey ended upon detection
EMPAID_U08_2012-06-28,EMPAID_U08,2012-06-28,3,1/0/00,270,0,19.1,PEJ,PEJ,999,***survey ended upon detection
EMPAID_U08_2013-05-10,EMPAID_U08,2013-05-10,1,1/0/00,390,0,12,CRH,CRH,PEJ,
EMPAID_U08_2013-05-30,EMPAID_U08,2013-05-30,2,1/0/00,390,0,6,PEJ,PEJ,RSS,
EMPAID_U08_2013-06-17,EMPAID_U08,2013-06-17,3,1/0/00,390,0,14.5,RSS,RSS,CRH,NOFL CA N ~60m
EMPAID_U08_2014-05-30,EMPAID_U08,2014-05-30,1,1/0/00,390,0,10,CKL,CKL,FMG,M WISA <5m
EMPAID_U08_2014-06-16,EMPAID_U08,2014-06-16,2,1/0/00,390,0,7,JFH,JFH,FMG,
EMPAID_U08_2014-07-03,EMPAID_U08,2014-07-03,3,1/0/00,390,0,16,JMWS,JMWS,FMG,
EMPAID_U08_2015-06-04,EMPAID_U08,2015-06-04,1,1/0/00,390,0,11,KAR,KAR,KAR,PIWO
EMPAID_U08_2015-06-17,EMPAID_U08,2015-06-17,2,1/0/00,390,0,12,ACC,ACC,KAR,
EMPAID_U08_2015-07-01,EMPAID_U08,2015-07-01,3,1/0/00,390,0,20,DMD,DMD,KAR,
EMPAID_U08_2016-05-18,EMPAID_U08,2016-05-18,1,1/0/00,390,0,15,AMK,AMK,TCA,PIWO calling and drumming during count
EMPAID_U08_2016-06-02,EMPAID_U08,2016-06-02,2,1/0/00,390,0,999,ECC,ECC,TCA,Tapping about 50m away and PIWO call 50+m away.  No visual.
EMPAID_U08_2016-06-20,EMPAID_U08,2016-06-20,3,1/0/00,390,0,16,TCA,TCA,ECC,WISA drumming from SE
EMPAID_U08_2017-05-22,EMPAID_U08,2017-05-22,1,1/0/00,390,0,999,JWH,JWH,ENB,
EMPAID_U08_2017-06-08,EMPAID_U08,2017-06-08,2,1/0/00,390,2,19,HGS,HGS,ENB,Heard and saw BBWO
EMPAID_U08_2017-06-23,EMPAID_U08,2017-06-23,3,1/0/00,390,0,8,ENB,ENB,TCA,"RTHA CA in trees ~100m to the W, heard DR of something to S ~100m away"
EMPAID_U08_2018-05-22,EMPAID_U08,2018-05-22,1,1/0/00,390,0,10,TCA,TCA,RSP,NOFL calling ~50m W
EMPAID_U08_2018-06-11,EMPAID_U08,2018-06-11,2,1/0/00,390,0,5,NRB,NRB,LIB,"2x F WISA foraging ~50m to S, RBNU in area; somewhat dense herb/shrub layer, med dense canopy"
EMPAID_U08_2018-06-27,EMPAID_U08,2018-06-27,3,1/0/00,390,0,11,LIB,LIB,NRB,RNSA 50m S tapping and drum
EMPAID_U08_2019-06-11,EMPAID_U08,2019-06-11,1,1/0/00,390,0,20,KEK,KEK,JAB,"NOFL flew by, landed, then flew away."
EMPAID_U08_2019-07-02,EMPAID_U08,2019-07-02,2,1/0/00,390,0,14,AJL,AJL,KEK,"NOFL forage/drumming to SW within 50-100m @ 2:00 remaining, flew within 50m, calling @ 0:30 remaining."
EMPAID_U09_2012-05-29,EMPAID_U09,2012-05-29,1,1/0/00,270,1,13.75,RSS,RSS,ARK,***survey ended upon detection; Sunny for last 3 PC surveys. Thermometer was in sun mostly.
EMPAID_U09_2012-06-13,EMPAID_U09,2012-06-13,2,1/0/00,270,0,9,DJH,DJH,ARK,***survey ended upon detection
EMPAID_U09_2012-06-28,EMPAID_U09,2012-06-28,3,1/0/00,270,0,20.5,PEJ,PEJ,999,***survey ended upon detection; NOFL CA >250m to S
EMPAID_U09_2013-05-10,EMPAID_U09,2013-05-10,1,1/0/00,390,0,9,CRH,CRH,PEJ,"NOFL @ ~150m, HAWO? DR @ ~500m W"
EMPAID_U09_2013-05-30,EMPAID_U09,2013-05-30,2,1/0/00,390,0,6,PEJ,PEJ,RSS,"M WISA flew from PIPO to N to w/in 5m, then into PIPO 35m S w/ 2:12 remaining"
EMPAID_U09_2013-06-17,EMPAID_U09,2013-06-17,3,1/0/00,390,0,13,RSS,RSS,CRH,Woodpecker DR (Picoides? NOFL?) ~70m SE; sapsucker (Probably WISA) CA ~100m E
EMPAID_U09_2014-05-30,EMPAID_U09,2014-05-30,1,1/0/00,390,0,12,CKL,CKL,FMG,Unk rapid DR >100m to E
EMPAID_U09_2014-06-16,EMPAID_U09,2014-06-16,2,1/0/00,390,0,7,JFH,JFH,FMG,
EMPAID_U09_2014-07-03,EMPAID_U09,2014-07-03,3,1/0/00,390,0,17,JMWS,JMWS,FMG,
EMPAID_U09_2015-06-04,EMPAID_U09,2015-06-04,1,1/0/00,390,1,13,KAR,KAR,KAR,"RTHA, WISA"
EMPAID_U09_2015-06-17,EMPAID_U09,2015-06-17,2,1/0/00,390,0,12,ACC,ACC,KAR,
EMPAID_U09_2015-07-01,EMPAID_U09,2015-07-01,3,1/0/00,390,0,21,DMD,DMD,KAR,
EMPAID_U09_2016-05-18,EMPAID_U09,2016-05-18,1,1/0/00,390,0,16,AMK,AMK,TCA,No obvious signs of harvest; RTHA circling and calling
EMPAID_U09_2016-06-02,EMPAID_U09,2016-06-02,2,1/0/00,390,0,999,ECC,ECC,TCA,Sapsucker drumming
EMPAID_U09_2016-06-20,EMPAID_U09,2016-06-20,3,1/0/00,390,0,18,TCA,TCA,ECC,
EMPAID_U09_2017-05-22,EMPAID_U09,2017-05-22,1,1/0/00,390,0,999,JWH,JWH,ENB,
EMPAID_U09_2017-06-08,EMPAID_U09,2017-06-08,2,1/0/00,390,1,19,HGS,HGS,ENB,
EMPAID_U09_2017-06-23,EMPAID_U09,2017-06-23,3,1/0/00,390,0,6,ENB,ENB,TCA,"SHCR CA ~200m away to N, no signs of WO"
EMPAID_U09_2018-05-22,EMPAID_U09,2018-05-22,1,1/0/00,390,0,7,TCA,TCA,RSP,
EMPAID_U09_2018-06-11,EMPAID_U09,2018-06-11,2,1/0/00,390,0,6,NRB,NRB,LIB,"NOFL calling/drumming to W ~100m; very open canopy, grazed, cut at one point"
EMPAID_U09_2018-06-27,EMPAID_U09,2018-06-27,3,1/0/00,390,0,8,LIB,LIB,NRB,NOFL- pair? Nearby
EMPAID_U09_2019-06-11,EMPAID_U09,2019-06-11,1,1/0/00,390,0,23,KEK,KEK,JAB,
EMPAID_U09_2019-07-02,EMPAID_U09,2019-07-02,2,1/0/00,390,0,14,AJL,AJL,KEK,HAWO foraging >150m away to SE @ start of survey. NOFL calling >150m away to SE @ 5:00 remaining.
EMPAID_U10_2012-05-29,EMPAID_U10,2012-05-29,1,1/0/00,270,1,10.25,RSS,RSS,ARK,***survey ended upon detection; DR before and after PC to NE ~150+m away. HAWO CA 50-100m to S
EMPAID_U10_2012-06-13,EMPAID_U10,2012-06-13,2,1/0/00,270,0,8,DJH,DJH,ARK,***survey ended upon detection
EMPAID_U10_2012-06-28,EMPAID_U10,2012-06-28,3,1/0/00,270,0,19.9,PEJ,PEJ,999,***survey ended upon detection
EMPAID_U10_2013-05-10,EMPAID_U10,2013-05-10,1,1/0/00,390,0,13,CRH,CRH,PEJ,"WISA @20m, NOFL @80m, PIWO @150m, HAWO @50m NE"
EMPAID_U10_2013-05-30,EMPAID_U10,2013-05-30,2,1/0/00,390,1,6,PEJ,PEJ,RSS,HAWO CA/DR from snag 120m S w/ 5:11 remaining
EMPAID_U10_2013-06-17,EMPAID_U10,2013-06-17,3,1/0/00,390,0,11.5,RSS,RSS,CRH,kestrel flushed from snag w/holes ~30m S; HAWO flew in ACA WSW ~20m; NOFL brief ACA/clear CA ~100m SW; NOFL counter DR with 2nd NOFL ~90m E after PCT
EMPAID_U10_2014-05-30,EMPAID_U10,2014-05-30,1,1/0/00,390,0,13,CKL,CKL,FMG,
EMPAID_U10_2014-06-16,EMPAID_U10,2014-06-16,2,1/0/00,390,0,6,JFH,JFH,FMG,
EMPAID_U10_2014-07-03,EMPAID_U10,2014-07-03,3,1/0/00,390,0,20,JMWS,JMWS,FMG,
EMPAID_U10_2015-06-04,EMPAID_U10,2015-06-04,1,1/0/00,390,1,14,KAR,KAR,KAR,WISA
EMPAID_U10_2015-06-17,EMPAID_U10,2015-06-17,2,1/0/00,390,0,10,ACC,ACC,KAR,
EMPAID_U10_2015-07-01,EMPAID_U10,2015-07-01,3,1/0/00,390,0,20,DMD,DMD,KAR,
